price,ad_title,href,location,square_meter,owner,real_estate_firm,id,img_href
"3 700 000,-",SCHOUTERRASSEN - Pen 2(3)-romsleilighet med rå utsikt! - Stor balkong m/strålende solforhold - Varmtvann/fyring inkl - Nytt bad kommer!,https://www.finn.no/realestate/homes/ad.html?finnkode=132547417,"Schouterrassen 16, Oslo, Helsfyr - Sinsen",52 m²,Andel,DNB Eiendom AS,132547417,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/547/417_1816837684.jpg
"4 650 000,-",Teaterkvartalet v/Bjørvika - Romslig 4-roms selveierleilighet med balkong og heis. Garasjemulighet - Varmtvann og fyring inkl. - Sentralt,https://www.finn.no/realestate/homes/ad.html?finnkode=131933198,"Rubina Ranas gate 10, Oslo, Gamle Oslo",70 m²,Eier (Selveier),EiendomsMegler 1 Gamle Oslo,131933198,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/131/933/198_1576567300.jpg
"1 550 000,-",GAMLEBYEN - DIN BILLETT INN PÅ BOLIGMARKEDET? Kvadratsmart 1-roms hjørneleilighet med god planløsning. - Renovert 2005 - IN-ordning,https://www.finn.no/realestate/homes/ad.html?finnkode=132471839,"Arups gate 22, Oslo, Gamle Oslo",26 m²,Andel,EiendomsMegler 1 Gamle Oslo,132471839,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/471/839_814758569.jpg
"2 790 000,-","RYGGE - ØREÅSEN - Pent enderekkehus  i veletablert og populært boligområde. Meget barnevennlig. Barnehager, skole og idrettshall i umiddel",https://www.finn.no/realestate/homes/ad.html?finnkode=132559413,"Bregnestien 31, Moss",90 m²,Andel,EiendomsMegler 1 Moss- Rygge,132559413,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/3/132/559/413_1095522013.jpg
"2 590 000,-",Gjøvik- Meget pen leilighet i horisontaldelt tomannsbolig. Svært kort avstand til NTNU!,https://www.finn.no/realestate/homes/ad.html?finnkode=132586974,"Hammerstads gate 20, Gjøvik",69 m²,Eier (Selveier),Gjestvang & Partners,132586974,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/132/586/974_1590436332.jpg
"3 200 000,-",ØVRE GRÜNERLØKKA - Lys og sjarmfull 2-roms leilighet med nyere bad og kjøkken - Generøs takhøyde - Tregulv - Peis - IN-ordning-  Skjermet! ,https://www.finn.no/realestate/homes/ad.html?finnkode=132403042,"Christies gate 34 C, Oslo, Grünerløkka - Sofienberg",47 m²,Aksje,EiendomsMegler 1 Gamle Oslo,132403042,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/403/042_1029103084.jpg
"3 400 000,-",Tøyen - Stor 3-roms med originale tregulv og vedovn. Sentral beliggenhet - Arealeffektiv planløsning,https://www.finn.no/realestate/homes/ad.html?finnkode=132377431,"Sigurds gate 16 A, Oslo, Gamle Oslo",62 m²,Aksje,EiendomsMegler 1 Gamle Oslo,132377431,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/1/132/377/431_1659601554.jpg
"5 900 000,-",Etterstad - Lys og attraktiv 4-roms terrasseleilighet - 2 balkonger - Parkering - Barnevennlig - Sentralt,https://www.finn.no/realestate/homes/ad.html?finnkode=132445542,"Etterstadsletta 112, Oslo, Helsfyr - Sinsen",99 m²,Eier (Selveier),EiendomsMegler 1 Gamle Oslo,132445542,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/445/542_1380112106.jpg
"3 750 000,-",Bjergsted/Kalhammeren - Hel tommansbolig med 2 leiligheter. ,https://www.finn.no/realestate/homes/ad.html?finnkode=132520695,"Kalhammarveien 26, Stavanger",118 m²,Eier (Selveier),EiendomsMegler 1 Stavanger,132520695,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/132/520/695_1701860039.jpg
"3 450 000,-","ETTERSTAD - BO LYST OG USJENERT TIL: Herlig 2-roms m/ solrik balkong, garasje og heis - Fin utsikt - Ingen innsyn - God standard! ",https://www.finn.no/realestate/homes/ad.html?finnkode=132379854,"Etterstadkroken 5 E, Oslo, Helsfyr - Sinsen",54 m²,Eier (Selveier),EiendomsMegler 1 Gamle Oslo,132379854,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/132/379/854_777483204.jpg
"5 750 000,-",Topp- og endeleilighet på Holmenkollens solside - fantastisk utsikt og solforhold - garasje - kort vei til off.komm,https://www.finn.no/realestate/homes/ad.html?finnkode=132586266,"Olaf Bulls vei 19, Oslo, Røa",91 m²,Andel,"Eie Eiendomsmegling Røa, Skøyen og Ullern",132586266,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/6/132/586/266_696186028.jpg
"8 250 000,-","KJENN/´Villa Vaargry´ - Tiltalende, sjelden stor enebolig på hele 319m² med pent opparbeidet hage, solrike uteplasser og spennende planløsning.",https://www.finn.no/realestate/homes/ad.html?finnkode=132586228,"Skårerveien 70C, Lørenskog",301 m²,Eier (Selveier),PROA Eiendomsmegling  Lørenskog,132586228,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/8/132/586/228_16340541.jpg
"2 390 000,-",Karihaugen - Meget pen 2-roms toppleilighet med heis og garasjeplass - Solrik balkong - Nærhet til off. transport og marka!,https://www.finn.no/realestate/homes/ad.html?finnkode=132586189,"Henrik Sørensens vei 7, Oslo, Furuset",44 m²,Andel,PrivatMegleren Primera,132586189,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/586/189_1391550474.jpg
"4 400 000,-",Nesåsen / Lørenskog - Rekkehus over 2 plan med utsikt over naturskjønne omgivelser - 4 soverom - Garasjeplass. ,https://www.finn.no/realestate/homes/ad.html?finnkode=132394346,"Gneisveien 8, Finstadjordet",112 m²,Andel,EiendomsMegler 1 Lørenskog,132394346,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/6/132/394/346_562728352.jpg
"3 350 000,-","Lambertseter - Pen 3-roms med solrik, vestvendt balkong - Bad fra 2015 - Peis - Lave felleskostnader",https://www.finn.no/realestate/homes/ad.html?finnkode=132585372,"Vaskeribakken 7, Oslo, Lambertseter",65 m²,Andel,PrivatMegleren Panorama,132585372,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/585/372_316611325.jpg
"1 490 000,-",Nesbakken - Enebolig med 3 soverom på solrik skjermet tomt i rolig sidegate med gangavstand til alle fasiliteter. Attraktivt investe,https://www.finn.no/realestate/homes/ad.html?finnkode=132585127,"Bjerkegata 3, Jevnaker",82 m²,Eier (Selveier),DNB Eiendom AS,132585127,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/585/127_633995583.jpg
"4 300 000,-",VINTERBRO / ÅS - Sjarmerende enebolig med hageparsell solrike uteplasser og flott utsikt over Pollevannet.,https://www.finn.no/realestate/homes/ad.html?finnkode=132585032,"Kjærnesveien 45, Vinterbro",158 m²,Eier (Selveier),Eie Eiendomsmegling Ski,132585032,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/585/032_1425203609.jpg
"6 990 000,-",Nordstrand - Lekker leilighet o/ 2 plan med nydelig utsikt. Solrik veranda og stor del av solrik hage. Parkering i garasje og p-plass,https://www.finn.no/realestate/homes/ad.html?finnkode=129228705,"Munkerudveien 13 b, Oslo, Nordstrand",99 m²,Eier (Selveier),DNB Eiendom AS,129228705,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/129/228/705_336612516.jpg
"7 800 000,-","Oscars gate/Homansbyen - Lekker 4-roms med peis, sydvestvendt balkong og heisadkomst. Varmtvann og fyring inkludert. Garasjeleie i bakgård.",https://www.finn.no/realestate/homes/ad.html?finnkode=132584204,"Oscars gate 8A, Oslo, Uranienborg - Majorstuen",100 m²,Eier (Selveier),PrivatMegleren Dyve & Partnere,132584204,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/4/132/584/204_2035392509.jpg
"3 950 000,-",Holmenkollens solside - Svært innbydende 2-roms | Heis | Sydvestvendt balkong | Gasspeis | Garasjeplass m/ mulighet for lader | Nær marka,https://www.finn.no/realestate/homes/ad.html?finnkode=132584049,"Grindbakken 1, Oslo, Røa",63 m²,Eier (Selveier),"Eie Eiendomsmegling Røa, Skøyen og Ullern",132584049,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/584/049_555354071.jpg
"4 760 000,-",Vestre Holmen - Lys & romslig 3(4)-roms leilighet | Barnevennlig | Vestvendt balkong m/ adkomst til stor og solrik hage | Peis,https://www.finn.no/realestate/homes/ad.html?finnkode=132584029,"Holmengrenda 1 A, Oslo, Røa",84 m²,Eier (Selveier),"Eie Eiendomsmegling Røa, Skøyen og Ullern",132584029,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/584/029_488277104.jpg
"12 390 000,-",Holmen/Gressbanen - Påkostet halvpart av tomannsbolig | Høy standard | Solrikt & barnevennlig | Hybel | Garasje | Hage | 4(5) soverom,https://www.finn.no/realestate/homes/ad.html?finnkode=132584075,"Lybekkveien 6 C, Oslo, Røa",173 m²,Eier (Selveier),"Eie Eiendomsmegling Røa, Skøyen og Ullern",132584075,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/5/132/584/075_178813275.jpg
"4 350 000,-",Kastellet/Nordstrand - Lys og pen 3-roms endeleilighet i Nordseter seniorborettslag -  2.etasje. Sydvestvendt balkong,https://www.finn.no/realestate/homes/ad.html?finnkode=132583635,"Sigurd A. Danielsens vei 12D, Oslo, Nordstrand",65 m²,Andel,PrivatMegleren Panorama,132583635,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/132/583/635_155771674.jpg
"6 950 000,-",Årvolltoppen - Moderne og lekker 4-roms fra 2017 - stor markterrasse - garasjeplass - marka som nærmeste nabo,https://www.finn.no/realestate/homes/ad.html?finnkode=127401620,"Årvollveien 70, Oslo, Bjerke",86 m²,Eier (Selveier),Krogsveen avd. Årvoll,127401620,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/0/127/401/620_1820625125.jpg
"1 350 000,-",Visning: Torsdag 08.11 kl. 17.30 ,https://www.finn.no/realestate/homes/ad.html?finnkode=132560561,"Røsvikveien 70, Fauske",101 m²,Eier (Selveier),Aeiendom,132560561,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/1/132/560/561_1908433063.jpg
"4 900 000,-","SMESTADDAMMEN - Stor gjennomgående 2-roms selveier med to skjermede terrasser/hage, peisovn og garasje.",https://www.finn.no/realestate/homes/ad.html?finnkode=131721372,"Monolitveien 60, Oslo, Ullern",67 m²,Eier (Selveier),DNB Eiendom AS,131721372,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/131/721/372_2025113866.jpg
"4 900 000,-",Frogner - Stilfull og tiltalende 3-roms loftsleilighet i svært attraktivt område.,https://www.finn.no/realestate/homes/ad.html?finnkode=132519537,"Frognerveien 42 A, Oslo, Bygdøy - Frogner",61 m²,Eier (Selveier),DNB Eiendom AS,132519537,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/7/132/519/537_694236010.jpg
"1 350 000,-","Topp/endeleilighet, flott utsikt, solrik, garasje, Strømsbuåsen, sentralt Arendal",https://www.finn.no/realestate/homes/ad.html?finnkode=132582795,"Strømsbuåsen 9 A, Arendal",66 m²,Andel,Eiendomsfokus AS,132582795,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/5/132/582/795_1199889594.jpg
"5 790 000,-",Neskollen - NESKOLLEN - Enebolig - 5 sov - Utsikt - Barnehage og barneskole - Butikker - Nes Arena - 20 min til Gardermoen,https://www.finn.no/realestate/homes/ad.html?finnkode=132538786,"Vinkelhaken 6, Hvam",172 m²,Eier (Selveier),EiendomsMegler 1 - Årnes,132538786,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/6/132/538/786_31731863.jpg
"2 350 000,-",Helt ny leilighet med carport på Nordkisa / Kisamoen til gunstig fastpris: 2.350.000 kr!,https://www.finn.no/realestate/homes/ad.html?finnkode=132580782,"Hvetevegen 9, Nordkisa",45 m²,Eier (Selveier),Privat,132580782,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/2/132/580/782_106331932.jpg
"3 420 000,-","Grefsen Stasjon/Storo - Nyere, effektiv 2-roms fra 2015 i 3.etg - Stor vestvendt balkong på ca. 10 kvm - Trafikkskjermet beliggenhet!",https://www.finn.no/realestate/homes/ad.html?finnkode=131295928,"Hans Nordahls gate 78, Oslo, Sagene - Torshov",39 m²,Eier (Selveier),Røisland & Co Eiendomsmegling AS,131295928,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/10/8/131/295/928_480391342.jpg
"5 200 000,-","Stor 3-roms med heis, peis, garasje, solrik terrasse og hageflekk. Beliggende i trafikkstille bomiljø.",https://www.finn.no/realestate/homes/ad.html?finnkode=132581618,"Godthåphaven 4, Bekkestua",90 m²,Eier (Selveier),Sem & Johnsen Eiendomsmegling,132581618,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/8/132/581/618_817448981.jpg
"7 500 000,-",Fjellhamar - Stor og innholdsrik bolig. Eiendommen ligger høyt og luftig med flotte lys og utsiktsforhold. Kort vei til skole.,https://www.finn.no/realestate/homes/ad.html?finnkode=132525036,"Otto Sverdrups vei 13 B, Fjellhamar",201 m²,Eier (Selveier),Krogsveen avd. Lørenskog,132525036,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/525/036_1776684971.jpg
"6 500 000,-","Grünerløkka - Nyere, lekker & delikat 3-roms selveier. Heis, balkong og hybel-/praktikantdel.",https://www.finn.no/realestate/homes/ad.html?finnkode=132532469,"Toftes gate 19, Oslo, Grünerløkka - Sofienberg",68 m²,Eier (Selveier),Krogsveen avd. Grünerløkka,132532469,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/27/9/132/532/469_306361246.jpg
"2 850 000,-","Skullerud - Selveierleilighet med veranda, heis og garasje - Oppussingsobjekt",https://www.finn.no/realestate/homes/ad.html?finnkode=132539712,"Johan Scharffenbergs vei 107 G, Oslo, Bøler",78 m²,Eier (Selveier),Krogsveen avd. Oppsal,132539712,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/539/712_1515929335.jpg
"4 050 000,-",Lørenskog stasjonsby - Et av områdets bedre beliggenheter! 15 kvm solrik syd/vestvendt balkong i 3.etg. 3-roms fra 2017 med garasje og heis.,https://www.finn.no/realestate/homes/ad.html?finnkode=132543366,"Ødegårdsvei 9, Lørenskog",63 m²,Eier (Selveier),Krogsveen avd. Lørenskog,132543366,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/543/366_1002214302.jpg
"5 800 000,-",RASTA - Stort enderekkehus over fire plan i svært barnevennlige omgivelser. Flott terrasse samt garasjeplass! Sentralt,https://www.finn.no/realestate/homes/ad.html?finnkode=132552557,"Åsheimveien 104, Rasta",136 m²,Eier (Selveier),Krogsveen avd. Lørenskog,132552557,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/552/557_1179639771.jpg
"3 400 000,-",Solheimsviken - Lekker 3-roms eierleilighet med loftshybel og fantastisk utsikt.,https://www.finn.no/realestate/homes/ad.html?finnkode=132549822,"Søndre Skogveien 52, Bergen",94 m²,Eier (Selveier),Krogsveen avd. Åsane,132549822,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/2/132/549/822_542159552.jpg
"3 950 000,-",Bergen sentrum - Unik og lekker 3-roms leilighet over to plan i modernisert og ærverdig bygg. Suveren beliggenhet i Bergen sentrum!,https://www.finn.no/realestate/homes/ad.html?finnkode=132545488,"Sigurds gate 6, Bergen",73 m²,Eier (Selveier),Krogsveen avd. Fana,132545488,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/545/488_1270564548.jpg
"2 850 000,-",Ottestad - Lekker leilighet med meget god beliggenhet øverst i Bekkelaget,https://www.finn.no/realestate/homes/ad.html?finnkode=132520181,"Ringvegen 25 H, Ottestad",83 m²,Eier (Selveier),Krogsveen avd. Hamar,132520181,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/520/181_2006670487.jpg
"3 590 000,-",Hamar - Sjarmerende enebolig med attraktiv beliggenhet i Bondesvea,https://www.finn.no/realestate/homes/ad.html?finnkode=132519012,"Hans Nielsen Haugesgate 23, Hamar",94 m²,Eier (Selveier),Krogsveen avd. Hamar,132519012,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/519/012_262813024.jpg
"3 900 000,-","Tåsen/Bjølsen - Gjennomgående, romslig 3-r. m/solrik, vestvendt balk. - Mulighet for p-plass - Soverom vender inn mot rolig område",https://www.finn.no/realestate/homes/ad.html?finnkode=132557521,"Maridalsveien 307, Oslo, Sogn",67 m²,Andel,Krogsveen avd. Sagene,132557521,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/557/521_1280824581.jpg
"3 400 000,-",Moelv - Enebolig med meget tiltalende eksteriør og interiør. Dobbelgarasje med innredet loftsrom. Flott utsikt mot Mjøsa!,https://www.finn.no/realestate/homes/ad.html?finnkode=132532472,"Tandevegen 184, Moelv",193 m²,Eier (Selveier),Krogsveen avd. Hamar,132532472,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/532/472_189406036.jpg
"3 800 000,-",Løren/Økern - Rålekker 2-roms selveierleil. i 4. etg. |Takterasse i sameiet | Parkeringsplass | Sydvendt balkong | Ny i 2016,https://www.finn.no/realestate/homes/ad.html?finnkode=132552034,"Spireaveien 14 C, Oslo, Bjerke",48 m²,Eier (Selveier),Krogsveen avd. Løren,132552034,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/552/034_1122478515.jpg
"6 960 000,-",Nesoddtangen - Vestvendt enebolig med flott fjordutsikt og anneks. Meget sentralt beliggende på Tangenåsen.,https://www.finn.no/realestate/homes/ad.html?finnkode=132537396,"Baes vei 19, Nesoddtangen",133 m²,Eier (Selveier),Krogsveen avd. Nesodden,132537396,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/537/396_2010558719.jpg
"3 900 000,-",Berger - Lys og trivelig leilighet i 2. etasje med solrik terrasse. Attraktiv og sentral beliggenhet,https://www.finn.no/realestate/homes/ad.html?finnkode=132563152,"Eikåsveien  58, Nesodden",83 m²,Eier (Selveier),Krogsveen avd. Nesodden,132563152,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/563/152_639153304.jpg
"1 800 000,-",Skedsmokorset - 2-roms endeleilighet med oppussingsbehov. Bad fra 2011/2012,https://www.finn.no/realestate/homes/ad.html?finnkode=132547203,"Åsenhagen 3 D, Skedsmokorset",52 m²,Andel,Krogsveen avd. Skedsmokorset,132547203,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/547/203_654188783.jpg
"1 900 000,-","Dal - Halvpart av 2-mannsbolig med moderne preg i landlige, naturskjønne og rolige omgivelser i Nordre Frogn",https://www.finn.no/realestate/homes/ad.html?finnkode=132574198,"Brevikveien 6 c, Nordre Frogn",94 m²,Andel,Krogsveen avd. Nesodden,132574198,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/28/8/132/574/198_1087584975.jpg
"3 860 000,-",Åros - Nyoppført meget smakfull bolig over 2 plan på Årosfjellet - 3 store soverom - Solrikt og barnevennlig - Lave omk.,https://www.finn.no/realestate/homes/ad.html?finnkode=132547952,"Astrid Skaresvei 33 B, Åros",120 m²,Eier (Selveier),Krogsveen avd. Røyken,132547952,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/547/952_1023167284.jpg
"2 390 000,-",Hundvåg - Fint enderekkehus med 2 soverom og parkering i lukket anlegg,https://www.finn.no/realestate/homes/ad.html?finnkode=132536712,"Terje Vigens Vei 80, Hundvåg",83 m²,Andel,Krogsveen avd. Stavanger Øst,132536712,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/536/712_869080884.jpg
"4 800 000,-","Sundstredet, sentrum - Gjennomgående 3-roms med flott utsikt mot Mossesundet. Innglasset balkong. Garasje og heis. Tilbaketrukket i sentrum.",https://www.finn.no/realestate/homes/ad.html?finnkode=132522164,"Sundstredet 135, Moss",77 m²,Eier (Selveier),Krogsveen avd. Moss,132522164,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/522/164_297830504.jpg
"4 690 000,-",Ås sentrum - Flott nyere 4-roms hjørneleilighet med vestvendt balkong. Midt i sentrum med nærhet til alt! Heis og garasje.,https://www.finn.no/realestate/homes/ad.html?finnkode=132549100,"Brekkeveien 5 J, Ås",75 m²,Eier (Selveier),Krogsveen avd. Ski,132549100,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/549/100_1376101455.jpg
